1569709639424045.	-73.58910487692889+5.868118666667930i
1579263905041735.	-72.46354988111328+5.772654120816565i
1588818170659425.	-71.36282762164132+5.679417726105523i
1598372436277115.	-70.28616954795764+5.588330160201764i
1607926701894805.	-69.23283744995726+5.499315776232609i
1617480967512496.	-68.20212199063157+5.412302399973529i
1627035233130186.	-67.19334132259075+5.327221140159932i
1636589498747876.	-66.20583978293709+5.244006210959179i
1646143764365566.	-65.23898666137397+5.162594765716173i
1655698029983256.	-64.29217503681228+5.082926741160565i
1665252295600947.	-63.36482067808479+5.004944711326967i
1674806561218637.	-62.45636100469476+4.928593750501239i
1684360826836327.	-61.56625410381978+4.853821304559260i
1693915092454017.	-60.69397780005970+4.780577070115045i
1703469358071707.	-59.83902877466671+4.708812880939947i
1713023623689398.	-59.00092173122187+4.638482601156990i
1722577889307088.	-58.17918860493548+4.569542024751581i
1732132154924778.	-57.37337781294108+4.501948780975035i
1741686420542468.	-56.58305354313280+4.435662245249253i
1751240686160158.	-55.80779507926200+4.370643455210007i
1760794951777849.	-55.04719616016163+4.306855031552923i
1770349217395539.	-54.30086437110873+4.244261103371302i
1779903483013229.	-53.56842056546764+4.182827237697191i
1789457748630919.	-52.84949831487633+4.122520372978018i
1799012014248610.	-52.14374338635304+4.063308756240165i
1808566279866300.	-51.45081324480324+4.005161883708915i
1818120545483990.	-50.77037657950525+3.948050444669719i
1827674811101680.	-50.10211285324260+3.891946268371432i
1837229076719370.	-49.44571187283452+3.836822273785649i
1846783342337061.	-48.80087337989461+3.782652422048807i
1856337607954751.	-48.16730666072024+3.729411671426414i
1865891873572441.	-47.54473017428157+3.677075934648255i
1875446139190131.	-46.93287119734373+3.625622038475127i
1885000404807822.	-46.33146548581264+3.575027685365527i
1894554670425512.	-45.74025695145090+3.525271417120608i
1904108936043202.	-45.15899735315976+3.476332580392770i
1913663201660892.	-44.58744600207240+3.428191293951184i
1923217467278582.	-44.02536947974696+3.380828417604672i
1932771732896273.	-43.47254136878925+3.334225522687986i
