941825783654426.625000    -157.166831+21.420000i
963071132844987.000000    -151.158289+20.220800i
984313683816359.750000    -145.362716+19.123500i
1005558053057191.375000    -139.779951+18.108000i
1026804090155713.500000    -134.409846+17.097600i
1048045160690398.500000    -129.252269+16.205700i
1069290565516864.500000    -124.307151+15.420900i
1090536839815925.250000    -119.574495+14.787200i
1111777678474418.625000    -115.054346+14.016700i
1133023499133144.750000    -110.746758+13.221800i
1154268991549024.500000    -106.651794+12.565100i
1175511615197641.750000    -102.769592+12.013400i
1196759490272213.500000    -99.100408+11.457200i
1218001543675018.750000    -95.644626+10.906700i
1239244452176877.250000    -92.402801+10.434600i
1260490348712411.250000    -89.375840+9.975640i
1281735676341923.000000    -86.565314+9.526730i
1302978983370008.750000    -83.974055+9.089780i
1324221115046365.500000    -81.607076+8.701810i
1345465405220609.500000    -79.470810+8.329560i
1366707951669414.000000    -77.562057+7.967190i
1387956708452225.250000    -76.083897+7.651470i
1409201579517052.000000    -74.805759+7.336270i
1430443996042658.000000    -73.693384+7.025100i
1451687449758665.000000    -72.710984+6.746320i
1472926119020098.750000    -71.821153+6.485130i
1494178896220117.250000    -70.988042+6.333410i
1515419727679911.500000    -70.180851+6.496770i
1536658672476854.750000    -69.374222+6.342820i
1557908482667835.500000    -68.544055+6.122920i
1579145030984175.000000    -67.665640+5.903020i
1600397256823637.500000    -66.715395+5.683130i
1621642748442929.250000    -65.673613+5.463230i
1642886544249141.500000    -64.524876+5.243340i
1664135458922399.500000    -63.258553+5.023440i
1685368019781553.250000    -61.870934+4.846950i
1706623510558608.750000    -60.366848+4.692990i
1727867072089283.250000    -58.760460+4.539030i
1749110024244004.250000    -57.075282+4.385070i
1770349217395538.750000    -55.343148+4.231110i
1791599200392677.250000    -53.601827+4.077150i
1812841960338049.250000    -51.891211+3.923180i
1834076480053020.250000    -50.248362+3.789760i
1855320818411706.500000    -48.701375+3.676950i
1876576872499530.000000    -47.263455+3.564130i
1897814960358005.000000    -45.929717+3.451310i
1919058190931540.250000    -44.680201+3.338500i
1940302581789357.000000    -43.492699+3.225680i
1961546542039795.500000    -42.356984+3.112870i
1982791123483003.500000    -41.268607+3.011960i
2004036014750958.000000    -40.223363+2.932050i
2025279352423853.250000    -39.216697+2.852140i
2046524195399741.750000    -38.243833+2.772230i
2067767668258234.750000    -37.299872+2.692320i
2089011880191032.500000    -36.380049+2.612410i
2110257330197445.750000    -35.480175+2.532500i
2131500289467890.000000    -34.597189+2.456400i
2152744648352975.250000    -33.729503+2.394420i
2173987613028857.000000    -32.876933+2.332430i
2195231791657803.500000    -32.040239+2.270450i
2216477886789105.250000    -31.220358+2.208470i
2237721814587386.000000    -30.417602+2.146480i
2258965057886317.500000    -29.631234+2.084500i
2280209671994418.500000    -28.859826+2.023520i
2301452684802536.000000    -28.101863+1.976660i
2322697055534138.000000    -27.355921+1.929800i
2343943465308885.500000    -26.620693+1.882940i
2365187105724652.500000    -25.895000+1.836080i
2386429255773786.000000    -25.177788+1.789220i
2407674754629756.000000    -24.468171+1.742360i
2428919765456091.000000    -23.765564+1.695500i
2450163722165665.500000    -23.069837+1.657640i
2471406373982000.500000    -22.381295+1.620670i
2492651098357316.000000    -21.700406+1.583710i
2513895132642978.500000    -21.027132+1.546740i
2535139259678921.500000    -20.360359+1.509770i
2556384635116963.000000    -19.698015+1.472800i
2577629274516096.500000    -19.037718+1.435840i
2598871361471163.000000    -18.377647+1.404520i
2620116546243531.500000    -17.717065+1.375030i
2641360029431727.000000    -17.056517+1.345540i
2662604502257912.000000    -16.397758+1.316050i
2683849282406070.500000    -15.743496+1.286560i
2705093909266162.500000    -15.097209+1.257080i
2726338153517834.000000    -14.462997+1.227590i
2747582026714899.000000    -13.845438+1.201530i
2768825790869200.500000    -13.249389+1.177690i
2790069968033945.500000    -12.679760+1.153860i
2811315349888218.000000    -12.141312+1.130020i
2832558747832862.000000    -11.638493+1.106190i
2853801329155145.000000    -11.175183+1.082350i
2875048944870741.000000    -10.754485+1.058520i
2896290198163273.000000    -10.378677+1.053490i
2917535817376881.500000    -10.049151+1.069990i
2938779037994104.500000    -9.766290+1.086480i
2960022200044083.500000    -9.529398+1.102970i
2981267981224118.000000    -9.336795+1.119460i
3002514620533815.500000    -9.185765+1.135960i
3023755588013910.000000    -9.072455+1.152450i
3044998936815663.000000    -8.991874+1.174560i
3066243380570767.500000    -8.938006+1.209820i
3087487735142984.000000    -8.904035+1.245080i
3108730923415769.500000    -8.882686+1.280340i
3129977181018682.500000    -8.866680+1.315600i
3151220599995070.000000    -8.849194+1.350860i
3172465797572805.500000    -8.824265+1.386120i
3193712389469063.000000    -8.787094+1.423410i
3214954638069532.500000    -8.734197+1.471940i
3236197773257349.500000    -8.663379+1.520470i
3257441825246477.500000    -8.573484+1.569000i
3278686972482573.500000    -8.463902+1.617520i
3299933546435978.500000    -8.334073+1.666050i
3321176180626509.000000    -8.183299+1.714580i
3342421232397767.500000    -8.011106+1.763000i
3363663513051523.500000    -7.817753+1.802110i
3384909866948531.000000    -7.604328+1.841220i
3406149141178545.500000    -7.372631+1.880320i
3427394693303978.000000    -7.124906+1.919430i
3448641740511008.000000    -6.863543+1.958540i
3469885379222987.500000    -6.590916+1.997640i
3491127055510390.500000    -6.309392+2.036750i
3512374960019492.000000    -6.021431+2.106610i
3533617914683835.000000    -5.729599+2.181400i
3554864435926725.500000    -5.436512+2.256190i
3576103200879484.500000    -5.144741+2.330980i
3597349934320661.500000    -4.856723+2.405770i
3618593419451911.000000    -4.574736+2.480560i
3639836075262030.500000    -4.300830+2.555350i
3661080543722152.500000    -4.036703+2.655210i
3682329694585452.500000    -3.783668+2.765890i
3703572066497419.000000    -3.542702+2.876570i
3724817862082790.500000    -3.314524+2.987250i
3746055507777592.000000    -3.099703+3.097930i
3767303134617706.500000    -2.898777+3.208610i
3788549319199778.500000    -2.712247+3.319290i
3809789911713131.500000    -2.540367+3.452590i
3831036253734839.000000    -2.383088+3.605660i
3852276653030247.500000    -2.240079+3.758730i
3873522879005803.500000    -2.110765+3.911800i
3894771206669588.500000    -1.994365+4.064870i
3916009686450997.000000    -1.889989+4.217940i
3937258850142978.500000    -1.796716+4.371010i
3958498617860362.000000    -1.713638+4.507270i
3979741749189438.500000    -1.639901+4.619400i
4000993142059094.000000    -1.574717+4.731520i
4022232212228765.500000    -1.517349+4.843650i
4043480971964849.500000    -1.467047+4.955770i
4064718594151793.000000    -1.423009+5.067890i
4085967760238724.500000    -1.384392+5.180020i
4107207405044368.500000    -1.350420+5.288100i
4128451845125604.000000    -1.320469+5.383640i
4149697785556762.000000    -1.294066+5.479190i
